MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,SaleType,SaleCondition,SalePrice,LogSalePrice,BsmtFin,House_age,Remod_age,FlrSF,Bath,AbvGrd,OpenSF,bedroom/totalRoomAboveGrade
60,RL,0.0,12205,Pave,IR1,Low,Inside,ClearCr,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,HdBoard,HdBoard,BrkFace,157.0,TA,TA,CBlock,TA,Fa,Gd,LwQ,Unf,264,832,GasA,Gd,Y,SBrkr,2087,Gd,9,Typ,0,NA,Attchd,Fin,2,444,TA,TA,Y,133,168,WD,Normal,187500,12.141534124392603,568,41,0,2087,3,6,301,0.5555555555555556
120,RL,43.0,3182,Pave,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,11.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1129,1145,GasA,Ex,Y,SBrkr,1145,Gd,5,Typ,1,Gd,Attchd,Fin,2,397,TA,TA,Y,100,16,WD,Normal,160200,11.984178313616395,16,4,3,1145,2,3,116,0.4
80,RL,0.0,11333,Pave,IR1,Lvl,Corner,Mitchel,Norm,Norm,1Fam,SLvl,6,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,PConc,Gd,TA,Av,ALQ,Unf,490,1029,GasA,TA,Y,SBrkr,1062,TA,5,Typ,2,TA,Attchd,RFn,2,539,TA,TA,Y,120,0,WD,Normal,146800,11.896826395162552,539,31,31,1062,1,4,120,0.6
60,RL,92.0,9920,Pave,IR1,Lvl,CulDSac,NoRidge,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,255,1117,GasA,Ex,Y,SBrkr,2013,TA,8,Typ,1,TA,Attchd,Unf,2,455,TA,TA,Y,180,130,WD,Normal,269790,12.50539915757667,862,11,10,2013,3,4,310,0.375
20,RL,76.0,9158,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,140.0,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,1496,1496,GasA,Ex,Y,SBrkr,1496,Gd,7,Typ,0,NA,Attchd,Fin,2,474,TA,TA,Y,168,130,New,Partial,225000,12.323855681186558,0,0,0,1496,2,4,298,0.42857142857142855
60,RL,0.0,10832,Pave,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,712,712,GasA,Ex,Y,SBrkr,1895,Gd,7,Typ,1,TA,Attchd,Fin,2,409,TA,TA,Y,143,46,WD,Normal,194500,12.178187442040638,0,14,12,1895,3,4,189,0.42857142857142855
60,RL,70.0,8400,Pave,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,6,6,Gable,CompShg,HdBoard,HdBoard,BrkFace,130.0,TA,TA,CBlock,Gd,TA,No,Unf,Unf,650,650,GasA,TA,Y,SBrkr,1564,TA,7,Typ,1,TA,Attchd,Unf,2,476,TA,TA,Y,0,50,WD,Normal,171000,12.049418835484797,0,30,29,1564,3,4,254,0.42857142857142855
20,RL,71.0,8197,Pave,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,Plywood,Plywood,BrkFace,148.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,660,660,GasA,Ex,Y,SBrkr,1285,TA,7,Typ,1,TA,Attchd,RFn,2,528,TA,TA,Y,138,0,WD,Normal,143500,11.874090314181814,0,30,30,1285,2,4,138,0.42857142857142855
20,RL,57.0,7677,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,203,773,GasA,Gd,Y,SBrkr,773,TA,4,Typ,0,NA,Attchd,Unf,1,240,TA,TA,Y,0,0,WD,Abnorml,110000,11.608235644774552,570,55,55,773,1,3,0,0.5
60,RL,104.0,13518,Pave,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,860.0,Ex,TA,PConc,Ex,TA,No,Unf,Unf,1926,1926,GasA,Ex,Y,SBrkr,3140,Ex,11,Typ,2,Gd,BuiltIn,Fin,3,820,TA,TA,Y,144,78,New,Partial,485000,13.091904169919621,0,1,0,3140,4,5,222,0.36363636363636365
50,RL,60.0,7200,Pave,Reg,Lvl,Corner,SWISU,Feedr,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,252.0,TA,TA,BrkTil,Gd,TA,No,ALQ,Unf,162,731,GasA,Ex,Y,SBrkr,1768,Gd,7,Typ,2,TA,Detchd,Unf,1,240,TA,TA,Y,0,0,WD,Normal,175000,12.072541252905651,569,70,57,1768,2,4,264,0.42857142857142855
60,RL,79.0,12798,Pave,IR1,HLS,Inside,ClearCr,Feedr,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,Unf,154,616,GasA,Gd,Y,SBrkr,1688,Gd,8,Typ,0,NA,Attchd,RFn,2,603,TA,TA,Y,403,114,WD,Normal,200000,12.206072645530174,462,11,11,1688,3,5,702,0.5
30,RM,40.0,4800,Pave,Reg,Lvl,Inside,IDOTRR,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,999,1196,GasA,Ex,Y,FuseA,1196,TA,5,Typ,0,NA,Detchd,Unf,2,440,TA,TA,Y,0,0,WD,Normal,109900,11.607326140391713,197,91,17,1196,1,3,0,0.4
60,RL,63.0,8199,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,WdShing,Wd Shng,NA,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,80,728,GasA,Ex,Y,SBrkr,1456,Gd,7,Typ,1,Gd,Attchd,Fin,2,410,TA,TA,Y,36,18,WD,Normal,189000,12.14950229404178,648,3,3,1456,3,4,54,0.42857142857142855
60,RL,107.0,13891,Pave,Reg,Lvl,Inside,NridgHt,Norm,Norm,1Fam,2Story,9,5,Hip,CompShg,VinylSd,VinylSd,Stone,424.0,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1734,1734,GasA,Ex,Y,SBrkr,2822,Ex,12,Typ,1,Gd,BuiltIn,RFn,3,1020,TA,TA,Y,52,170,New,Partial,582933,13.275827535915461,0,1,0,2822,4,5,414,0.3333333333333333
20,RL,75.0,9000,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,No,LwQ,Unf,124,936,GasA,TA,Y,SBrkr,1128,TA,5,Min1,0,NA,Attchd,Unf,1,286,TA,TA,Y,0,0,WD,Family,118000,11.678439903447801,812,52,52,1128,1,3,0,0.4
20,RL,91.0,12274,Pave,IR1,Lvl,FR2,Somerst,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,256.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,1417,1417,GasA,Ex,Y,SBrkr,1428,Ex,6,Typ,0,NA,Attchd,RFn,2,554,TA,TA,Y,0,60,New,Partial,227680,12.33569641332368,0,0,0,1428,2,4,60,0.5
80,RL,75.0,9750,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,TA,TA,Av,ALQ,Rec,100,980,GasA,Gd,Y,SBrkr,980,TA,6,Typ,0,NA,Attchd,Fin,1,384,TA,TA,Y,68,0,WD,Normal,135500,11.816726919301892,880,39,39,980,2,4,68,0.5
70,RL,144.0,21384,Pave,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,2Story,5,6,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,CBlock,TA,TA,Gd,GLQ,Unf,15,1324,GasA,Ex,Y,SBrkr,1576,Gd,6,Typ,1,TA,Attchd,RFn,2,528,TA,TA,Y,0,312,WD,Normal,223500,12.31716669303576,1309,86,5,1576,2,4,312,0.5
80,RL,85.0,13400,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,5,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,1047.0,TA,TA,CBlock,TA,TA,Av,ALQ,BLQ,380,1024,GasA,TA,Y,SBrkr,1086,TA,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,0,0,WD,Normal,159950,11.982616545377663,644,40,40,1086,1,4,0,0.5
75,RM,90.0,8100,Pave,Reg,Lvl,Corner,OldTown,Norm,Norm,1Fam,2.5Unf,5,5,Hip,CompShg,AsbShng,AsbShng,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,849,849,GasA,TA,N,FuseA,2138,TA,11,Typ,0,NA,Detchd,Unf,2,360,Fa,Po,N,40,156,WD,Normal,106000,11.571194373094205,0,111,44,2138,2,5,196,0.18181818181818182
20,RL,78.0,10140,Pave,Reg,Lvl,Inside,NWAmes,Norm,Norm,1Fam,1Story,6,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,99.0,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,0,1040,GasA,Fa,Y,SBrkr,1309,Gd,5,Typ,1,Fa,Attchd,RFn,2,484,TA,TA,Y,265,0,WD,Normal,181000,12.106252310247962,1040,32,7,1309,2,4,265,0.6
120,RM,0.0,4438,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,169.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,Unf,186,848,GasA,Ex,Y,SBrkr,848,Gd,4,Typ,1,Gd,Attchd,Fin,2,420,TA,TA,Y,140,0,ConLD,Normal,144500,11.881034786534624,662,4,4,848,1,2,140,0.25
20,C (all),66.0,8712,Grvl,Reg,Bnk,Inside,IDOTRR,Norm,Norm,1Fam,1Story,5,5,Hip,CompShg,Wd Sdng,Wd Sdng,NA,0.0,Fa,TA,CBlock,TA,TA,Av,Unf,Unf,540,540,GasA,TA,N,FuseA,1044,Fa,4,Typ,0,NA,Basment,Unf,2,504,TA,TA,N,0,0,WD,Alloca,55993,10.932981961904135,0,58,58,1044,1,3,0,0.5
20,RL,75.0,9750,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,243.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,834,1442,GasA,Gd,Y,SBrkr,1442,TA,7,Typ,0,NA,Attchd,RFn,1,301,TA,TA,Y,0,0,COD,Normal,157900,11.969717200243734,608,49,49,1442,2,5,275,0.5714285714285714
50,RL,45.0,8248,Pave,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Stucco,Stucco,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,686,686,GasW,Gd,Y,SBrkr,1250,Fa,7,Typ,0,NA,Detchd,Unf,1,280,TA,TA,P,207,0,WD,Normal,116000,11.661345470088502,0,88,56,1250,2,4,303,0.42857142857142855
20,RL,48.0,12137,Pave,IR2,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,442.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1649,1649,GasA,Ex,Y,SBrkr,1661,Gd,6,Typ,0,NA,Attchd,RFn,2,598,TA,TA,Y,0,34,WD,Normal,224900,12.323411137947407,0,12,12,1661,2,4,34,0.5
20,RL,0.0,11425,Pave,IR1,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,BrkFace,BrkFace,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,522,1008,GasA,Gd,Y,SBrkr,1008,TA,4,Typ,1,Gd,Attchd,RFn,1,275,TA,TA,Y,0,0,WD,Normal,137000,11.827736204810263,486,52,52,1008,1,3,120,0.5
20,RL,0.0,13265,Pave,IR1,Lvl,CulDSac,Mitchel,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,CemntBd,CmentBd,BrkFace,148.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,350,1568,GasA,Ex,Y,SBrkr,1689,Gd,7,Typ,2,Gd,Attchd,RFn,3,857,TA,TA,Y,150,59,WD,Normal,271000,12.509874099861838,1218,6,6,1689,2,4,209,0.42857142857142855
80,RL,80.0,8816,Pave,Reg,Lvl,Inside,ClearCr,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,80.0,TA,TA,CBlock,TA,TA,Av,GLQ,Unf,506,1010,GasA,Gd,Y,SBrkr,1052,TA,6,Typ,0,NA,Attchd,Unf,2,440,TA,TA,Y,0,0,WD,Normal,155000,11.951180395901384,504,39,39,1052,1,4,0,0.5
120,RL,44.0,6371,Pave,IR1,Lvl,Inside,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,128.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,625,1358,GasA,Ex,Y,SBrkr,1358,Gd,6,Typ,1,Gd,Attchd,RFn,2,484,TA,TA,Y,192,35,New,Partial,224000,12.319401330837177,733,1,0,1358,2,3,227,0.3333333333333333
60,RL,72.0,7226,Pave,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,798,798,GasA,Ex,Y,SBrkr,1640,Gd,6,Typ,0,NA,Attchd,RFn,2,595,TA,TA,Y,0,45,WD,Normal,183000,12.117241431823558,0,5,5,1640,3,4,45,0.5
20,RM,60.0,6000,Pave,Reg,Bnk,Inside,OldTown,Norm,Norm,2fmCon,1Story,4,4,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Fa,TA,CBlock,Fa,TA,No,Unf,Unf,936,936,GasA,TA,N,SBrkr,936,TA,4,Min2,0,NA,Detchd,Unf,2,576,TA,TA,Y,0,32,WD,Normal,93000,11.440354772135393,0,56,56,936,1,3,144,0.5
60,RL,0.0,12394,Pave,IR1,Lvl,Corner,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,847,847,GasA,Ex,Y,SBrkr,1733,Gd,7,Typ,1,Gd,BuiltIn,Fin,2,433,TA,TA,Y,100,48,WD,Family,225000,12.323855681186558,0,4,4,1733,3,4,148,0.42857142857142855
50,RL,60.0,9900,Pave,Reg,Lvl,Inside,SWISU,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,778,778,GasA,TA,Y,SBrkr,1489,TA,7,Typ,1,Gd,Detchd,Unf,1,240,TA,TA,Y,335,0,WD,Normal,139500,11.845819880243557,0,69,59,1489,2,4,335,0.42857142857142855
20,FV,81.0,11216,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,Unf,1489,1489,GasA,Ex,Y,SBrkr,1489,Gd,7,Typ,1,Gd,Attchd,RFn,2,776,TA,TA,Y,0,140,New,Partial,232600,12.3570755190667,0,0,0,1489,2,4,140,0.42857142857142855
45,RM,50.0,6130,Pave,Reg,Lvl,Inside,BrkSide,Norm,Norm,1Fam,1.5Unf,5,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,0,784,GasA,Gd,Y,SBrkr,784,Gd,5,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,0,WD,Normal,109500,11.603679828238693,784,84,58,784,1,3,116,0.4
20,RL,65.0,8529,Pave,IR1,Lvl,Inside,SawyerW,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1434,1454,GasA,Ex,Y,SBrkr,1434,Gd,6,Typ,1,TA,Attchd,RFn,2,527,TA,TA,Y,290,39,WD,Normal,189000,12.14950229404178,20,8,8,1434,2,4,329,0.5
60,RL,0.0,28698,Pave,IR2,Low,CulDSac,ClearCr,Norm,Norm,1Fam,2Story,5,5,Flat,Tar&Grv,Plywood,Plywood,NA,0.0,TA,TA,PConc,TA,Gd,Gd,LwQ,ALQ,0,1013,GasA,TA,Y,SBrkr,2126,TA,7,Min2,0,NA,Attchd,Fin,2,538,TA,TA,Y,486,0,WD,Abnorml,185000,12.128111104060462,1013,42,42,2126,3,4,711,0.42857142857142855
160,FV,24.0,2544,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,Twnhs,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,NA,0.0,Gd,TA,PConc,Gd,TA,No,Unf,Unf,600,600,GasA,Ex,Y,SBrkr,1223,Gd,4,Typ,0,NA,Detchd,RFn,2,480,TA,TA,Y,0,166,WD,Normal,147400,11.900905258737373,0,1,1,1143,3,3,166,0.5
20,RL,80.0,11900,Pave,IR1,Lvl,Corner,NAmes,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,387.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,352,1392,GasA,TA,Y,FuseA,1392,TA,6,Typ,2,Gd,Attchd,RFn,2,458,TA,TA,Y,0,0,WD,Normal,166000,12.01974306733868,1040,51,51,1392,2,4,192,0.5
160,FV,30.0,3180,Pave,Reg,Lvl,Inside,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,600,600,GasA,Ex,Y,SBrkr,1200,Gd,4,Typ,0,NA,Detchd,RFn,2,480,TA,TA,Y,0,166,WD,Normal,151000,11.925035115797062,0,1,1,1120,3,3,166,0.5
60,RL,44.0,9548,Pave,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,223.0,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,458,941,GasA,Ex,Y,SBrkr,1829,Gd,7,Typ,1,TA,Attchd,RFn,2,613,TA,TA,Y,192,39,WD,Normal,237000,12.375815420117268,483,7,7,1829,3,4,231,0.42857142857142855
20,RL,100.0,10004,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,HdBoard,Plywood,BrkFace,180.0,TA,TA,CBlock,TA,TA,No,Rec,BLQ,975,1516,GasA,TA,Y,SBrkr,1516,TA,6,Typ,0,NA,Attchd,RFn,2,472,TA,TA,Y,0,0,WD,Normal,167000,12.025749091398891,541,45,45,1516,2,4,152,0.5
20,RL,75.0,7875,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,BrkFace,136.0,TA,TA,CBlock,TA,TA,No,Rec,Unf,572,1144,GasA,Gd,Y,SBrkr,1144,TA,6,Typ,0,NA,Attchd,Unf,2,456,TA,TA,Y,0,0,WD,Normal,139950,11.8490404949436,572,47,47,1144,1,4,0,0.5
20,RL,60.0,9600,Pave,Reg,Lvl,Inside,Sawyer,Norm,Norm,1Fam,1Story,4,7,Gable,CompShg,VinylSd,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,625,1067,GasA,TA,Y,SBrkr,1067,Gd,4,Min2,0,NA,Attchd,Unf,2,436,TA,TA,Y,290,0,WD,Normal,128000,11.759785542901755,442,60,15,1067,2,3,290,0.5
30,RM,90.0,8100,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,BrkTil,TA,TA,No,Rec,Unf,1221,1559,GasA,Gd,Y,SBrkr,1559,TA,5,Min2,0,NA,Detchd,Unf,2,812,TA,TA,Y,0,116,COD,Normal,153500,11.941455846009388,338,59,34,1559,1,3,346,0.4
160,RM,21.0,1680,Pave,Reg,Lvl,Inside,BrDale,Norm,Norm,Twnhs,2Story,6,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,158.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,153,483,GasA,TA,Y,SBrkr,987,TA,5,Typ,0,NA,Detchd,Unf,1,264,TA,TA,Y,0,0,WD,Normal,100000,11.512925464970229,330,35,35,987,2,3,0,0.4
20,RL,75.0,9525,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,NA,0.0,TA,TA,PConc,Gd,TA,No,Unf,Unf,1099,1099,GasA,Ex,Y,SBrkr,1099,Gd,6,Typ,0,NA,Attchd,Unf,1,352,TA,TA,Y,278,0,WD,Normal,144000,11.877568578558138,0,13,2,1099,2,4,278,0.5
50,RL,70.0,11767,Pave,Reg,Lvl,Inside,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,CBlock,TA,TA,No,BLQ,Unf,416,768,GasA,Ex,Y,SBrkr,1200,TA,6,Typ,0,NA,Detchd,Unf,1,240,TA,TA,Y,0,0,WD,Normal,130500,11.779128505744886,352,62,13,1200,1,4,0,0.5
70,RH,0.0,12155,Pave,IR1,Lvl,Inside,SWISU,Norm,Norm,1Fam,2Story,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,516,672,GasA,TA,N,SBrkr,1482,Fa,7,Typ,0,NA,Detchd,Unf,1,400,TA,TA,P,0,0,WD,Normal,140000,11.84939770159144,156,83,58,1482,2,5,254,0.5714285714285714
70,RM,60.0,10440,Pave,Reg,Lvl,Inside,OldTown,Norm,Norm,1Fam,2Story,5,8,Gable,CompShg,MetalSd,MetalSd,NA,0.0,TA,TA,PConc,TA,TA,No,Unf,Unf,650,650,GasA,Gd,Y,SBrkr,1539,Gd,8,Typ,1,Po,Detchd,Unf,2,686,Gd,TA,P,70,78,WD,Normal,157500,11.967180737247824,0,104,6,1539,2,4,216,0.375
80,RL,82.0,9020,Pave,Reg,Lvl,Inside,NAmes,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,183.0,TA,TA,CBlock,TA,TA,Gd,Rec,ALQ,276,1127,GasA,TA,Y,SBrkr,1165,TA,6,Typ,0,NA,Attchd,RFn,2,490,Gd,Gd,Y,0,129,WD,Normal,174900,12.071969661006694,851,42,42,1165,2,4,129,0.5
90,RL,80.0,8000,Pave,Reg,Lvl,Corner,NAmes,Artery,Norm,Duplex,1Story,5,4,Gable,CompShg,BrkFace,BrkFace,NA,0.0,TA,TA,CBlock,TA,TA,No,Unf,Unf,1800,1800,GasA,Ex,N,SBrkr,1800,TA,10,Typ,0,NA,NA,NA,0,0,NA,NA,Y,0,0,WD,Normal,141000,11.856515169360305,0,46,46,1800,2,8,0,0.6
50,RM,100.0,12665,Pave,IR1,Lvl,Inside,OldTown,Artery,Norm,1Fam,1.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,876,876,GasA,Gd,Y,SBrkr,1416,TA,7,Typ,1,Gd,Detchd,Unf,3,720,TA,TA,Y,418,0,WD,Normal,153900,11.94405831982697,0,93,58,1416,2,5,612,0.5714285714285714
85,RL,0.0,16647,Pave,IR1,Lvl,CulDSac,Sawyer,RRAe,Norm,1Fam,SFoyer,5,5,Gable,CompShg,HdBoard,HdBoard,NA,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,Unf,0,1390,GasA,TA,Y,SBrkr,1701,TA,6,Min2,2,TA,Basment,Fin,2,611,TA,TA,Y,0,0,WD,Normal,171000,12.049418835484797,1390,32,26,1701,2,4,0,0.5
60,RL,75.0,9317,Pave,Reg,Lvl,Inside,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,HdBoard,HdBoard,BrkFace,137.0,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,227,740,GasA,Ex,Y,SBrkr,1775,Gd,7,Typ,1,TA,Attchd,Unf,2,425,TA,TA,Y,234,72,WD,Normal,213000,12.269047444691562,513,16,16,1775,3,4,498,0.42857142857142855
20,RL,36.0,15523,Pave,IR1,Lvl,CulDSac,CollgCr,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,HdBoard,Plywood,NA,0.0,TA,TA,CBlock,TA,TA,Av,BLQ,Unf,404,864,GasA,Ex,Y,SBrkr,864,TA,5,Typ,1,Fa,Attchd,Unf,1,338,TA,TA,Y,0,0,WD,Normal,133500,11.801856756822442,460,37,37,864,1,4,0,0.6
50,RL,75.0,45600,Pave,IR2,Bnk,Inside,ClearCr,Norm,Norm,1Fam,1.5Fin,6,8,Gable,CompShg,Wd Sdng,Wd Sdng,NA,0.0,TA,TA,BrkTil,TA,TA,No,Unf,Unf,907,907,GasA,TA,Y,SBrkr,2358,TA,10,Typ,1,Gd,Detchd,Unf,2,360,Fa,TA,Y,486,40,WD,Normal,240000,12.388394202324129,0,100,11,2358,3,6,701,0.5
80,RL,80.0,9600,Pave,Reg,Lvl,FR2,Veenker,Feedr,Norm,1Fam,SLvl,6,7,Hip,CompShg,Plywood,Plywood,BrkFace,360.0,Gd,Gd,CBlock,TA,TA,No,Unf,Unf,528,528,GasA,Ex,Y,SBrkr,1855,TA,7,Typ,1,TA,Attchd,RFn,2,512,TA,TA,Y,113,100,WD,Normal,187000,12.138863895836725,0,31,13,1855,3,4,213,0.42857142857142855
120,RM,36.0,4435,Pave,Reg,Lvl,Inside,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,170.0,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,189,848,GasA,Ex,Y,SBrkr,848,Gd,3,Typ,0,NA,Attchd,Fin,2,420,TA,TA,Y,140,0,WD,Normal,131500,11.786762130599957,659,4,4,848,1,2,140,0.3333333333333333
120,RL,0.0,3196,Pave,Reg,Lvl,Inside,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,40.0,Gd,TA,PConc,Gd,TA,Gd,Unf,Unf,1273,1273,GasA,Ex,Y,SBrkr,1456,Gd,7,Typ,1,TA,Attchd,Fin,2,400,TA,TA,Y,143,20,WD,Normal,215000,12.2783933071098,0,3,3,1456,2,3,163,0.2857142857142857
